place,title,time,pay,date
대전 전체,(주)러쉬코리아,09:30~08:30,"시급10,350",2시간전
경기 성남시,(주)러쉬코리아,11:30~20:30,"시급10,350",4시간전
서울 서초구,러쉬코리아,09:30~18:30,"시급10,350",04/12
서울 전체,(주)러쉬코리아,10:30~22:30,"시급10,350",04/11
