place,title,time,pay,date
서울 노원구,(주)우아한청년들,08:00~17:00,"시급8,590",4시간전
서울 강서구,(주)우아한청년들,09:00~17:00,"시급8,590",4시간전
경기 수원시,(주)우아한청년들,08:00~17:00,"시급8,590",4시간전
서울 중랑구,(주)우아한청년들,08:00~17:00,"시급8,590",4시간전
서울 관악구,(주)우아한청년들,08:00~17:00,"시급8,590",4시간전
서울 은평구,(주)우아한청년들,08:00~17:00,"시급8,590",4시간전
서울 영등포,(주)우아한청년들,08:00~17:00,"시급8,590",4시간전
서울 성동구,(주)우아한청년들,08:00~17:00,"시급8,590",4시간전
서울 마포구,(주)우아한청년들,08:00~17:00,"시급8,590",4시간전
서울 용산구,(주)우아한청년들,08:00~17:00,"시급8,590",4시간전
서울 금천구,(주)우아한청년들,08:00~17:00,"시급8,590",4시간전
서울 강북구,(주)우아한청년들,07:00~16:00,"시급8,590",5시간전
서울 강남구,(주)우아한청년들,07:00~16:00,"시급8,590",5시간전
서울 강남구,(주)우아한청년들,08:00~17:00,"시급8,590",5시간전
서울 강동구,(주)우아한청년들,08:00~17:00,"시급8,590",5시간전
서울 광진구,(주)우아한청년들,08:00~17:00,"시급8,590",5시간전
