place,title,time,pay,date
대구 달서구,이랜드 외식사업부,16:30~21:00,"시급8,590",6분전
인천 남동구,이랜드이츠,09:00~15:30,"시급8,590",3시간전
부산 해운대,로운 NC해운대점,12:00~03:00,"시급8,590",3시간전
인천 남동구,이랜드이츠,09:00~15:30,"시급8,590",5시간전
